0,-13.8155105580,-13.8155105580
1,-13.8155105580,-13.8155105580
2,-13.8155105580,-13.8155105580
3,-13.8155105580,-13.8155105580
4,-13.8155105580,-13.8155105580
5,-13.8155105580,-13.8155105580
6,-13.8155105580,-13.8155105580
7,-0.0000010000,-13.8155105580
8,-0.0000010000,-13.8155105580
9,-13.8155105580,-13.8155105580
10,-13.8155105580,-13.8155105580
11,-0.0000010000,-13.8155105580
12,-13.8155105580,-13.8155105580
13,-0.0000010000,-13.8155105580
14,-13.8155105580,-13.8155105580
15,-0.0000010000,-13.8155105580
16,-0.0000010000,-13.8155105580
17,-0.0000010000,-13.8155105580
18,-13.8155105580,-13.8155105580
19,-13.8155105580,-13.8155105580
20,-0.0000010000,-13.8155105580
21,-0.0000010000,-13.8155105580
22,-0.0000010000,-13.8155105580
23,-13.8155105580,-13.8155105580
24,-0.0000010000,-13.8155105580
25,-13.8155105580,-13.8155105580
26,-0.0000010000,-13.8155105580
27,-0.0000010000,-13.8155105580
28,-0.0000010000,-13.8155105580
29,-13.8155105580,-13.8155105580
30,-13.8155105580,-13.8155105580
31,-13.8155105580,-13.8155105580
32,-13.8155105580,-13.8155105580
33,-13.8155105580,-13.8155105580
34,-0.0000010000,-13.8155105580
35,-13.8155105580,-13.8155105580
36,-0.0000010000,-13.8155105580
37,-13.8155105580,-13.8155105580
38,-13.8155105580,-13.8155105580
39,-0.0000010000,-13.8155105580
40,-0.0000010000,-13.8155105580
41,-13.8155105580,-13.8155105580
42,-0.0000010000,-13.8155105580
43,-0.0000010000,-13.8155105580
44,-0.0000010000,-13.8155105580
45,-13.8155105580,-13.8155105580
46,-13.8155105580,-13.8155105580
47,-0.0000010000,-13.8155105580
48,-0.0000010000,-13.8155105580
49,-0.0000010000,-13.8155105580
50,-13.8155105580,-13.8155105580
51,-13.8155105580,-13.8155105580
52,-13.8155105580,-13.8155105580
53,-13.8155105580,-13.8155105580
54,-0.0000010000,-0.0000010000
55,-13.8155105580,-13.8155105580
56,-0.0000010000,-13.8155105580
